שנה,חודש,סמל_יישוב,יישוב,כביש,קוד_רחוב,lat,lon,בגשם_או_רטוב,מזג_אוויר,פני_כביש,חומרה
2021,9,,,444,,32.0527,34.94351,0,בהיר,יבש,קלה
2021,2,1200,מודיעין-מכבים-רעות,,303,31.90959,35.01077,1,לא ידוע,רטוב ממים,קטלנית
2021,11,4000,חיפה,,988,32.81715,34.95929,0,בהיר,יבש,קלה
2021,7,3000,ירושלים,,1620,31.76488,35.21177,0,בהיר,יבש,קלה
2021,6,5000,תל אביב - יפו,,1040,32.08498,34.7817,0,בהיר,יבש,קלה
2021,2,5000,תל אביב - יפו,,2157,32.0413,34.76211,0,בהיר,יבש,קלה
2021,5,5000,תל אביב - יפו,,1135,32.07108,34.76984,0,בהיר,יבש,קלה
2021,6,,,574,,32.42335,35.03768,0,בהיר,יבש,קשה
2021,12,3000,ירושלים,,4752,31.82588,35.24251,0,לא ידוע,לא ידוע,קלה
2021,7,,,4,,31.65875,34.6027,0,בהיר,יבש,קשה
2021,8,70,אשדוד,,189,31.78948,34.6404,0,בהיר,יבש,קלה
2021,12,,,2,,32.62797,34.93244,0,לא ידוע,לא ידוע,קשה
2021,5,654,כפר קרע,,,32.50539,35.05082,0,בהיר,יבש,קלה
2021,11,2630,קרית גת,,,31.60932,34.76578,0,לא ידוע,לא ידוע,קשה
2021,1,,,20,,32.00134,34.75965,0,בהיר,יבש,קלה
2021,11,168,כפר יונה,,112,32.31425,34.9362,0,בהיר,יבש,קלה
2021,11,,,40,,31.92024,34.87655,0,בהיר,יבש,קשה
2021,10,5000,תל אביב - יפו,,1011,32.11271,34.79256,0,בהיר,יבש,קלה
2021,2,5000,תל אביב - יפו,,2344,32.05173,34.77828,0,בהיר,יבש,קלה
2021,5,4000,חיפה,,1250,32.79541,35.00443,0,בהיר,יבש,קלה
2021,7,,,2,,32.78393,34.95652,0,בהיר,יבש,קשה
2021,10,6200,בת ים,,221,32.02015,34.74553,0,בהיר,יבש,קלה
2021,11,6600,חולון,,702,32.01863,34.77076,0,לא ידוע,לא ידוע,קלה
2021,6,8600,רמת גן,,1417,32.06537,34.8171,0,בהיר,יבש,קלה
2021,5,2560,ערד,,220,31.24436,35.19714,0,בהיר,יבש,קלה
2021,11,,,505,,32.11336,35.11665,0,בהיר,יבש,קלה
2021,1,6500,חדרה,,679,32.44628,34.89445,0,בהיר,יבש,קשה
2021,11,,,4,,32.98259,35.09469,0,לא ידוע,לא ידוע,קלה
2021,8,6900,כפר סבא,,523,32.17296,34.91839,0,בהיר,יבש,קלה
2021,9,,,1,,32.03946,34.79186,0,בהיר,יבש,קשה
2021,4,3599,מחולה,,,32.36576,35.51473,0,בהיר,יבש,קלה
2021,11,6900,כפר סבא,,523,32.17763,34.89827,0,בהיר,יבש,קלה
2021,10,5000,תל אביב - יפו,,2506,32.07686,34.79641,0,בהיר,יבש,קשה
2021,3,7100,אשקלון,,326,31.66919,34.56499,0,בהיר,יבש,קלה
2021,8,3000,ירושלים,,4129,31.78934,35.23637,0,בהיר,יבש,קלה
2021,11,9400,יהוד-מונוסון,,3108,32.03017,34.87175,0,לא ידוע,לא ידוע,קשה
2021,12,9000,באר שבע,,1288,31.27458,34.81476,0,בהיר,יבש,קשה
2021,3,3616,מעלה אדומים,,200,31.77529,35.29237,0,אחר,יבש,קלה
2021,7,5000,תל אביב - יפו,,116,32.11974,34.80189,0,בהיר,יבש,קלה
2021,6,1292,ג'דיידה-מכר,,,32.92959,35.14682,0,בהיר,יבש,קלה
2021,10,5000,תל אביב - יפו,,116,32.10284,34.79332,0,בהיר,יבש,קלה
2021,11,,,4578,,31.87183,35.2558,1,גשום,רטוב ממים,קלה
2021,4,,,60,,32.54268,35.31794,0,בהיר,יבש,קלה
2021,6,1167,קיסריה,,187,32.51168,34.89717,0,בהיר,יבש,קלה
2021,12,2400,אור יהודה,,117,32.02878,34.86629,1,גשום,רטוב ממים,קשה
2021,12,3000,ירושלים,,1714,31.7446,35.21599,0,בהיר,יבש,קלה
2021,11,,,31,,31.3076,34.90168,0,לא ידוע,לא ידוע,קלה
2021,1,3000,ירושלים,,1172,31.78589,35.20391,0,בהיר,יבש,קלה
2021,1,7600,עכו,,431,32.93698,35.07748,0,בהיר,יבש,קלה
2021,8,9100,נהריה,,417,33.00959,35.09481,0,לא ידוע,לא ידוע,קשה
2021,12,1722,,,,32.97542,35.27612,0,בהיר,יבש,קשה
2021,5,,,44,,31.95248,34.85609,0,בהיר,יבש,קלה
2021,10,634,כפר קאסם,,174,32.11309,34.96823,0,בהיר,יבש,קלה
2021,1,8600,רמת גן,,1604,32.06146,34.82833,1,גשום,רטוב ממים,קלה
2021,1,654,כפר קרע,,,32.50539,35.05082,0,בהיר,יבש,קלה
2021,3,3000,ירושלים,,612,31.78578,35.21286,0,בהיר,יבש,קשה
2021,5,8600,רמת גן,,1117,32.0703,34.82605,0,בהיר,יבש,קלה
2021,7,,,85,,32.91596,35.25355,0,בהיר,יבש,קלה
2021,4,7200,נס ציונה,,103,31.92431,34.79786,0,בהיר,יבש,קלה
2021,4,7900,פתח תקווה,,905,32.09175,34.86334,0,לא ידוע,לא ידוע,קשה
2021,2,,,40,,32.16473,34.92644,0,לא ידוע,לא ידוע,קשה
2021,1,,,90,,32.97005,35.55286,0,בהיר,יבש,קלה
2021,4,,,2,,32.13479,34.79727,0,בהיר,יבש,קלה
2021,11,263,מסדה,,,32.68365,35.59832,0,בהיר,חול או חצץ על הכביש,קלה
2021,9,8300,ראשון לציון,,352,31.96947,34.8102,0,לא ידוע,לא ידוע,קשה
2021,10,2650,רמת השרון,,131,32.13437,34.85664,0,בהיר,יבש,קלה
2021,6,,,8566,,32.93778,35.35592,0,בהיר,יבש,קטלנית
2021,10,8800,שפרעם,,425,32.80695,35.16953,0,בהיר,יבש,קלה
2021,8,6500,חדרה,,766,32.42882,34.91181,0,בהיר,יבש,קלה
2021,3,,,4,,31.65384,34.59873,0,בהיר,יבש,קלה
2021,12,5000,תל אביב - יפו,,1540,32.07349,34.78615,0,לא ידוע,לא ידוע,קלה
2021,4,,,2,,32.15719,34.80921,0,בהיר,יבש,קלה
2021,5,,,20,,32.00038,34.7593,0,בהיר,יבש,קטלנית
2021,3,5000,תל אביב - יפו,,928,32.09093,34.78658,0,בהיר,יבש,קלה
2021,11,1139,כרמיאל,,117,32.92255,35.31343,0,בהיר,יבש,קלה
2021,8,9100,נהריה,,,33.00801,35.09736,0,לא ידוע,לא ידוע,קלה
2021,3,579,כפר ראש הנקרה,,,33.08615,35.11517,0,בהיר,יבש,קלה
2021,3,5000,תל אביב - יפו,,2327,32.05884,34.77302,0,בהיר,יבש,קלה
2021,4,,,446,,31.93066,35.02568,0,בהיר,יבש,קשה
2021,5,,,458,,31.93111,35.31786,0,בהיר,יבש,קלה
2021,1,1113,צור הדסה,,113,31.71513,35.09896,0,בהיר,יבש,קלה
2021,6,,,4,,32.40931,34.90363,0,בהיר,יבש,קטלנית
2021,1,7400,נתניה,,139,32.32902,34.86188,0,בהיר,יבש,קלה
2021,8,,,461,,32.03478,34.85432,0,בהיר,יבש,קשה
2021,8,6900,כפר סבא,,205,32.17189,34.92464,0,לא ידוע,לא ידוע,קשה
2021,11,3000,ירושלים,,5127,31.82909,35.22835,0,לא ידוע,לא ידוע,קשה
2021,10,70,אשדוד,,201,31.79623,34.65775,0,בהיר,יבש,קלה
2021,10,3788,טלמון,,123,31.93767,35.1384,0,בהיר,יבש,קשה
2021,8,70,אשדוד,,256,31.77226,34.62237,0,בהיר,יבש,קלה
2021,8,3189,,,,32.03252,35.14911,0,בהיר,יבש,קלה
2021,7,1066,בני עיש,,113,31.79055,34.75739,0,בהיר,יבש,קלה
2021,3,,,3,,31.77325,34.80714,0,בהיר,יבש,קלה
2021,12,7100,אשקלון,,740,31.63232,34.5527,0,בהיר,יבש,קלה
2021,7,,,90,,30.28174,35.13152,0,בהיר,יבש,קטלנית
2021,8,5000,תל אביב - יפו,,404,32.08339,34.77408,0,בהיר,יבש,קלה
2021,10,5000,תל אביב - יפו,,1442,32.05785,34.75822,0,בהיר,יבש,קלה
2021,2,,,66,,32.67284,35.10897,0,בהיר,יבש,קלה
2021,7,,,20,,32.14067,34.80994,0,בהיר,יבש,קלה
2021,11,,,35,,31.59067,34.96475,0,בהיר,יבש,קלה
2021,1,,,806,,32.88501,35.41185,0,בהיר,יבש,קלה
2021,9,5000,תל אביב - יפו,,1037,32.07785,34.79148,0,בהיר,יבש,קשה
2021,3,6600,חולון,,827,32.00793,34.79088,0,בהיר,יבש,קשה
2021,3,5000,תל אביב - יפו,,934,32.08504,34.78293,0,בהיר,יבש,קלה
2021,1,6000,באקה אל-גרביה,,,32.41993,35.0415,0,בהיר,יבש,קלה
2021,2,,,6513,,32.488,35.0817,1,לא ידוע,רטוב ממים,קלה
2021,8,1240,עין הבשור,,,31.28145,34.44245,0,בהיר,יבש,קשה
2021,2,7700,עפולה,,341,32.61022,35.28847,0,בהיר,יבש,קלה
2021,10,3826,שער שומרון,,109,32.12177,35.0318,0,בהיר,יבש,קשה
2021,10,7800,פרדס חנה-כרכור,,221,32.47758,34.95946,0,בהיר,יבש,קלה
2021,1,5000,תל אביב - יפו,,180,32.09887,34.78764,0,בהיר,יבש,קלה
2021,8,,,5,,32.11634,34.92953,0,בהיר,יבש,קשה
2021,4,1247,חריש,,110,32.46065,35.04378,0,בהיר,יבש,קלה
2021,6,5000,תל אביב - יפו,,411,32.09356,34.77241,0,בהיר,יבש,קלה
2021,11,7400,נתניה,,832,32.30538,34.88272,0,בהיר,יבש,קלה
2021,10,6200,בת ים,,101,32.02352,34.75458,0,בהיר,יבש,קלה
2021,5,516,מג'ד אל-כרום,,,32.92105,35.25451,0,בהיר,יבש,קשה
2021,7,,,574,,32.40066,35.04919,0,בהיר,יבש,קלה
2021,12,,,5514,,32.2217,34.82957,0,בהיר,יבש,קלה
2021,7,,,551,,32.2379,34.85155,0,בהיר,יבש,קשה
2021,4,,,35,,31.56167,35.09656,0,בהיר,יבש,קטלנית
2021,9,,,65,,32.82462,35.4074,0,בהיר,יבש,קלה
2021,6,7900,פתח תקווה,,224,32.0866,34.8842,0,בהיר,יבש,קלה
2021,7,,,80,,31.16505,35.00519,0,בהיר,יבש,קשה
2021,11,70,אשדוד,,160,31.80306,34.65352,0,לא ידוע,לא ידוע,קשה
2021,8,,,383,,31.74902,34.87948,0,בהיר,יבש,קשה
2021,12,,,772,,32.79869,35.07641,0,בהיר,יבש,קלה
2021,7,5000,תל אביב - יפו,,1540,32.07338,34.79051,0,בהיר,יבש,קלה
2021,8,6700,טבריה,,214,32.78882,35.53688,0,בהיר,יבש,קלה
2021,6,,,5,,32.12165,34.86245,0,בהיר,יבש,קשה
2021,7,,,444,,32.20613,34.97285,0,בהיר,יבש,קלה
2021,11,9400,יהוד-מונוסון,,210,32.02813,34.89901,0,לא ידוע,לא ידוע,קלה
2021,5,2660,יבנה,,184,31.87909,34.7465,0,בהיר,יבש,קלה
2021,4,9000,באר שבע,,263,31.26804,34.78535,0,בהיר,יבש,קלה
2021,9,6600,חולון,,617,32.02874,34.76465,0,בהיר,יבש,קלה
2021,9,70,אשדוד,,340,31.7804,34.64507,0,בהיר,יבש,קלה
2021,6,2550,גדרה,,128,31.81731,34.77441,0,בהיר,יבש,קשה
2021,7,5000,תל אביב - יפו,,1040,32.09174,34.78301,0,בהיר,יבש,קלה
2021,1,5000,תל אביב - יפו,,1342,32.06549,34.76504,0,בהיר,יבש,קשה
2021,4,1161,רהט,,,31.39048,34.75464,0,לא ידוע,לא ידוע,קשה
2021,11,,,807,,32.8552,35.4752,0,בהיר,יבש,קשה
2021,10,,,672,,32.66564,35.05386,0,בהיר,יבש,קשה
2021,7,9500,קרית ביאליק,,208,32.86085,35.09781,0,בהיר,יבש,קלה
2021,1,3000,ירושלים,,1231,31.75795,35.177,0,בהיר,יבש,קשה
2021,7,5000,תל אביב - יפו,,1035,32.07976,34.78861,0,בהיר,יבש,קלה
2021,8,6500,חדרה,,453,32.44114,34.90897,0,בהיר,יבש,קלה
2021,3,1061,נוף הגליל,,109,32.70725,35.32538,0,בהיר,יבש,קלה
2021,10,3000,ירושלים,,1337,31.75519,35.20282,0,בהיר,יבש,קשה
2021,10,9100,נהריה,,412,33.00612,35.09777,0,בהיר,יבש,קלה
2021,12,6600,חולון,,106,32.01115,34.79948,0,בהיר,יבש,קשה
2021,3,7900,פתח תקווה,,603,32.07808,34.89847,0,בהיר,יבש,קלה
2021,12,5000,תל אביב - יפו,,738,32.07058,34.77164,0,לא ידוע,לא ידוע,קשה
2021,5,8800,שפרעם,,,32.80632,35.17189,0,בהיר,יבש,קלה
2021,7,70,אשדוד,,260,31.79231,34.6548,0,בהיר,יבש,קלה
2021,4,5000,תל אביב - יפו,,1042,32.07566,34.7844,0,בהיר,יבש,קשה
2021,4,4000,חיפה,,1012,32.79612,35.01629,0,בהיר,יבש,קלה
2021,5,4000,חיפה,,303,32.80266,35.00901,0,בהיר,יבש,קשה
2021,1,638,קלנסווה,,,32.28855,34.977,0,בהיר,יבש,קלה
2021,2,5000,תל אביב - יפו,,2465,32.04648,34.78356,0,בהיר,יבש,קלה
2021,3,3000,ירושלים,,409,31.77867,35.22421,0,בהיר,יבש,קלה
2021,6,4000,חיפה,,991,32.7942,34.99245,0,בהיר,יבש,קשה
2021,9,6800,קרית אתא,,256,32.81941,35.11436,0,בהיר,יבש,קלה
2021,12,,,60,,31.49436,35.077,1,גשום,רטוב ממים,קלה
2021,4,6200,בת ים,,220,32.02701,34.74692,0,בהיר,יבש,קטלנית
2021,5,,,581,,32.40516,35.0069,0,בהיר,יבש,קלה
2021,2,,,70,,32.94162,35.16365,0,בהיר,יבש,קלה
2021,6,,,4370,,31.80763,35.27109,0,בהיר,יבש,קלה
2021,9,3000,ירושלים,,4316,31.80341,35.23731,0,לא ידוע,לא ידוע,קשה
2021,10,4000,חיפה,,990,32.82106,34.97354,0,בהיר,יבש,קלה
2021,8,,,444,,32.06872,34.94443,0,בהיר,יבש,קלה
2021,2,,,57,,32.31335,35.01152,0,בהיר,יבש,קלה
2021,3,,,531,,32.17303,34.86374,0,בהיר,יבש,קשה
2021,10,3000,ירושלים,,4907,31.79237,35.21013,0,לא ידוע,לא ידוע,קלה
2021,2,6000,באקה אל-גרביה,,,32.41993,35.0415,0,בהיר,יבש,קלה
2021,6,5000,תל אביב - יפו,,2766,32.04556,34.80636,0,בהיר,יבש,קלה
2021,10,6400,הרצליה,,406,32.1666,34.839,0,לא ידוע,לא ידוע,קשה
2021,6,5000,תל אביב - יפו,,1557,32.06292,34.78628,0,בהיר,יבש,קלה
2021,2,6600,חולון,,505,32.02571,34.77402,0,בהיר,יבש,קלה
2021,9,,,7626,,32.72721,35.22576,0,בהיר,יבש,קשה
2021,2,3000,ירושלים,,1753,31.76299,35.22322,0,בהיר,יבש,קלה
2021,3,,,444,,32.09933,34.93564,0,בהיר,יבש,קשה
2021,1,,,4,,32.12461,34.8558,0,בהיר,יבש,קלה
2021,2,,,1,,31.80331,35.06689,1,בהיר,רטוב ממים,קלה
2021,10,3000,ירושלים,,1021,31.78325,35.19477,0,בהיר,יבש,קלה
2021,10,7100,אשקלון,,6011,31.67449,34.5694,0,בהיר,יבש,קלה
2021,11,,,20,,32.01499,34.76252,0,לא ידוע,לא ידוע,קלה
2021,1,,,5799,,32.32152,35.50132,0,בהיר,יבש,קטלנית
2021,2,,,40,,31.97738,34.90492,1,בהיר,רטוב ממים,קלה
2021,5,3000,ירושלים,,4113,31.79762,35.23064,0,בהיר,יבש,קלה
2021,5,1061,נוף הגליל,,112,32.7085,35.3168,0,בהיר,יבש,קלה
2021,4,,,325,,31.41972,34.79979,0,לא ידוע,לא ידוע,קשה
2021,8,,,2,,32.61069,34.92761,0,בהיר,אחר,קלה
2021,5,,,2,,32.32506,34.86764,0,בהיר,יבש,קלה
2021,10,7400,נתניה,,504,32.31864,34.85226,0,בהיר,יבש,קלה
2021,1,638,קלנסווה,,,32.28855,34.977,1,בהיר,רטוב ממים,קשה
2021,7,,,31,,31.24887,35.19616,0,בהיר,יבש,קלה
2021,6,5000,תל אביב - יפו,,1554,32.06428,34.78586,0,לא ידוע,לא ידוע,קשה
2021,7,7100,אשקלון,,437,31.66394,34.59249,0,בהיר,יבש,קלה
2021,5,,,20,,32.03605,34.77112,0,בהיר,יבש,קלה
2021,1,4000,חיפה,,1182,32.82416,34.96829,0,בהיר,יבש,קשה
2021,9,4000,חיפה,,195,32.80177,35.05237,0,בהיר,יבש,קלה
2021,4,6500,חדרה,,554,32.43977,34.88742,0,בהיר,יבש,קשה
2021,11,3000,ירושלים,,1714,31.75621,35.22206,0,לא ידוע,לא ידוע,קלה
2021,6,5000,תל אביב - יפו,,2601,32.05564,34.80909,0,בהיר,יבש,קלה
2021,2,6100,בני ברק,,834,32.07768,34.83633,1,גשום,רטוב ממים,קלה
2021,5,5000,תל אביב - יפו,,1994,32.05106,34.75292,0,בהיר,יבש,קלה
2021,5,,,241,,31.33547,34.6489,0,בהיר,יבש,קלה
2021,6,2610,בית שמש,,140,31.7523,34.9924,0,לא ידוע,לא ידוע,קשה
2021,2,5000,תל אביב - יפו,,2535,32.06889,34.79907,0,בהיר,יבש,קשה
2021,8,6200,בת ים,,508,32.01129,34.75174,0,בהיר,יבש,קלה
2021,3,,,6,,31.56292,34.80366,0,בהיר,אחר,קלה
2021,10,9000,באר שבע,,953,31.2391,34.79144,0,בהיר,יבש,קלה
2021,2,534,עספיא,,165,32.71209,35.06783,0,בהיר,יבש,קלה
2021,12,,,98,,33.12355,35.79518,0,בהיר,יבש,קטלנית
2021,4,,,3677,,31.68464,35.16499,0,בהיר,יבש,קלה
2021,7,8800,שפרעם,,425,32.80695,35.16953,0,בהיר,יבש,קלה
2021,6,8600,רמת גן,,1709,32.04996,34.81564,0,בהיר,יבש,קלה
2021,11,7900,פתח תקווה,,1294,32.07146,34.86458,0,בהיר,יבש,קלה
2021,12,7400,נתניה,,1038,32.29293,34.86294,0,לא ידוע,לא ידוע,קלה
2021,3,,,4,,33.01577,35.10325,0,בהיר,יבש,קלה
2021,8,1136,צוחר,,,31.23635,34.42571,0,בהיר,יבש,קלה
2021,9,780,אורה,,111,31.75184,35.15069,0,בהיר,יבש,קלה
2021,1,6400,הרצליה,,309,32.15166,34.84206,0,בהיר,יבש,קלה
2021,10,8400,רחובות,,260,31.89252,34.78905,0,בהיר,יבש,קלה
2021,4,3000,ירושלים,,7001,31.8065,35.23431,0,בהיר,יבש,קלה
2021,9,,,864,,32.94593,35.36906,0,בהיר,יבש,קלה
2021,8,,,866,,32.96987,35.45148,0,בהיר,יבש,קלה
2021,10,4000,חיפה,,1084,32.78681,35.01712,0,בהיר,יבש,קלה
2021,5,7100,אשקלון,,1115,31.66141,34.57341,0,בהיר,יבש,קלה
2021,5,166,גן יבנה,,116,31.78911,34.71643,0,בהיר,יבש,קלה
2021,2,3797,מודיעין עילית,,224,31.93737,35.0472,0,בהיר,יבש,קשה
2021,4,4000,חיפה,,592,32.81399,34.96066,0,בהיר,יבש,קלה
2021,9,7900,פתח תקווה,,1027,32.09555,34.86991,0,בהיר,יבש,קלה
2021,4,5000,תל אביב - יפו,,180,32.10174,34.80204,0,בהיר,יבש,קלה
2021,3,6600,חולון,,503,32.01496,34.77248,0,בהיר,חול או חצץ על הכביש,קלה
2021,9,9000,באר שבע,,1015,31.2286,34.79211,0,בהיר,יבש,קלה
2021,10,70,אשדוד,,206,31.80734,34.66316,0,בהיר,יבש,קלה
2021,12,,,73,,32.65986,35.27156,0,בהיר,יבש,קלה
2021,7,6500,חדרה,,606,32.43912,34.92168,0,בהיר,יבש,קשה
2021,5,,,6,,31.73013,34.82141,0,לא ידוע,לא ידוע,קשה
2021,12,6900,כפר סבא,,527,32.17489,34.90552,0,בהיר,יבש,קשה
2021,11,287,תל יצחק,,,32.25302,34.86806,0,בהיר,יבש,קלה
2021,10,160,חולדה,,,31.83139,34.88255,0,בהיר,יבש,קלה
2021,1,6200,בת ים,,518,32.00906,34.7576,0,בהיר,יבש,קשה
2021,12,9100,נהריה,,411,33.00979,35.09349,1,לא ידוע,רטוב ממים,קלה
2021,11,7900,פתח תקווה,,213,32.08567,34.8915,0,בהיר,יבש,קלה
2021,1,4000,חיפה,,592,32.81372,34.95979,0,בהיר,יבש,קשה
2021,5,7100,אשקלון,,653,31.6595,34.59397,0,בהיר,יבש,קלה
2021,10,,,7928,,32.72844,35.27389,0,בהיר,יבש,קטלנית
2021,11,2640,ראש העין,,111,32.1033,34.94971,0,בהיר,יבש,קלה
2021,4,,,65,,32.68593,35.41955,0,בהיר,יבש,קלה
2021,1,469,קרית עקרון,,197,31.86651,34.82655,0,בהיר,יבש,קלה
2021,10,,,40,,31.34111,34.78942,0,לא ידוע,לא ידוע,קשה
2021,7,7100,אשקלון,,266,31.65013,34.56702,0,בהיר,יבש,קלה
2021,8,,,4,,31.6805,34.60986,0,בהיר,יבש,קלה
2021,5,,,20,,32.09302,34.80118,0,בהיר,יבש,קלה
2021,3,516,מג'ד אל-כרום,,,32.92105,35.25451,0,בהיר,יבש,קשה
2021,11,8400,רחובות,,585,31.90611,34.82432,0,בהיר,יבש,קלה
2021,4,,,8833,,33.00791,35.2517,0,בהיר,יבש,קשה
2021,10,,,90,,32.98182,35.55769,0,בהיר,יבש,קשה
2021,6,,,918,,33.09751,35.64304,0,בהיר,יבש,קלה
2021,4,3000,ירושלים,,4482,31.82079,35.19402,0,בהיר,יבש,קשה
2021,6,,,667,,32.55445,35.33336,0,בהיר,יבש,קלה
2021,1,,,75,,32.69236,35.25166,1,גשום,רטוב ממים,קלה
2021,12,,,2,,32.28689,34.85933,1,גשום,רטוב ממים,קשה
2021,7,2620,קרית אונו,,283,32.06499,34.84516,0,בהיר,יבש,קלה
2021,4,8800,שפרעם,,401,32.79532,35.16729,0,בהיר,יבש,קלה
2021,12,,,89,,33.01598,35.16526,1,גשום,רטוב ממים,קלה
2021,12,9100,נהריה,,417,33.00873,35.10011,0,בהיר,יבש,קלה
2021,10,,,70,,32.893,35.1818,0,בהיר,יבש,קלה
2021,9,,,806,,32.83907,35.39795,0,בהיר,יבש,קלה
2021,6,8600,רמת גן,,416,32.08548,34.80026,0,בהיר,יבש,קלה
2021,7,70,אשדוד,,500,31.81566,34.65847,0,בהיר,יבש,קלה
2021,3,9000,באר שבע,,404,31.25179,34.79126,0,בהיר,יבש,קלה
2021,10,,,34,,31.44339,34.60114,0,בהיר,יבש,קטלנית
2021,7,4000,חיפה,,881,32.8072,35.00148,0,בהיר,יבש,קלה
2021,4,2630,קרית גת,,168,31.59909,34.77819,0,בהיר,יבש,קלה
2021,11,,,4,,32.12461,34.8558,1,בהיר,רטוב ממים,קלה
2021,12,,,375,,31.70948,35.03778,0,לא ידוע,יבש,קלה
2021,11,2610,בית שמש,,410,31.72918,34.99368,0,לא ידוע,לא ידוע,קטלנית
2021,4,,,8051,,32.87876,35.29483,0,בהיר,יבש,קלה
2021,1,6100,בני ברק,,502,32.08615,34.83092,0,בהיר,יבש,קלה
2021,9,7900,פתח תקווה,,794,32.08862,34.85945,0,בהיר,יבש,קלה
2021,11,,,25,,31.37695,34.61786,0,לא ידוע,לא ידוע,קשה
2021,2,8500,רמלה,,446,31.92694,34.85272,0,לא ידוע,לא ידוע,קשה
2021,9,2500,נשר,,173,32.78143,35.03422,0,בהיר,יבש,קלה
2021,3,2730,טייבה,,,32.26478,35.00653,0,בהיר,יבש,קלה
2021,7,,,4,,32.95192,35.09076,0,בהיר,יבש,קלה
2021,2,,,85,,32.92384,35.28392,0,בהיר,יבש,קלה
2021,1,,,8643,,32.96209,35.36181,1,ערפילי,רטוב ממים,קלה
2021,11,,,89,,33.01654,35.14297,0,בהיר,יבש,קלה
2021,10,,,4,,32.83539,35.08426,0,בהיר,יבש,קלה
2021,6,5000,תל אביב - יפו,,2309,32.04951,34.77342,0,בהיר,יבש,קלה
2021,1,6500,חדרה,,612,32.43082,34.9235,0,בהיר,יבש,קלה
2021,6,7400,נתניה,,418,32.32733,34.86087,0,בהיר,יבש,קשה
2021,5,497,טייבה (בעמק),,,32.60424,35.44497,0,בהיר,יבש,קטלנית
2021,9,6600,חולון,,1025,32.00606,34.7731,0,בהיר,יבש,קטלנית
2021,12,4000,חיפה,,702,32.80967,34.97556,0,בהיר,יבש,קלה
2021,1,,,864,,32.98724,35.32455,0,בהיר,יבש,קשה
2021,11,3000,ירושלים,,293,31.73121,35.21365,0,בהיר,יבש,קלה
2021,1,,,412,,32.02494,34.87528,1,גשום,רטוב ממים,קלה
2021,9,6800,קרית אתא,,225,32.81346,35.11471,0,בהיר,יבש,קלה
2021,7,7400,נתניה,,532,32.32773,34.85812,0,בהיר,יבש,קשה
2021,11,5000,תל אביב - יפו,,2524,32.05923,34.79197,0,לא ידוע,לא ידוע,קלה
2021,7,6100,בני ברק,,401,32.09602,34.82173,0,בהיר,יבש,קלה
2021,4,2400,אור יהודה,,104,32.0312,34.86647,0,בהיר,יבש,קלה
2021,12,6600,חולון,,706,32.02697,34.77682,0,בהיר,יבש,קלה
2021,2,,,79,,32.73473,35.26461,0,בהיר,יבש,קלה
2021,4,3000,ירושלים,,3001,31.83775,35.2321,0,בהיר,יבש,קלה
2021,2,,,20,,32.07277,34.79355,0,בהיר,יבש,קלה
2021,8,,,2,,32.19318,34.81778,0,בהיר,יבש,קשה
2021,1,170,כפר יעבץ,,,32.27456,34.9655,0,בהיר,יבש,קלה
2021,6,7900,פתח תקווה,,1037,32.0946,34.87786,0,בהיר,יבש,קשה
2021,11,,,352,,31.62531,34.69895,0,בהיר,יבש,קלה
2021,2,8300,ראשון לציון,,123,31.98902,34.78637,0,בהיר,יבש,קשה
2021,6,7000,לוד,,307,31.95263,34.89565,0,בהיר,יבש,קלה
2021,10,6600,חולון,,529,32.03116,34.76858,0,בהיר,יבש,קלה
2021,7,2200,דימונה,,107,31.07187,35.03179,0,בהיר,יבש,קשה
2021,7,3000,ירושלים,,1252,31.75634,35.18321,0,בהיר,יבש,קטלנית
2021,7,,,20,,32.08973,34.80085,0,בהיר,יבש,קלה
2021,8,7400,נתניה,,521,32.32754,34.85537,0,בהיר,יבש,קלה
2021,2,,,85,,32.92483,35.29899,1,בהיר,רטוב ממים,קלה
2021,4,3000,ירושלים,,1106,31.78244,35.20267,0,בהיר,יבש,קלה
2021,2,7000,לוד,,524,31.94258,34.88883,0,לא ידוע,לא ידוע,קשה
2021,11,5000,תל אביב - יפו,,2001,32.05386,34.75472,0,בהיר,יבש,קלה
2021,8,,,35,,31.59983,34.81316,0,בהיר,יבש,קלה
2021,8,8600,רמת גן,,601,32.08142,34.8092,0,בהיר,יבש,קלה
2021,3,492,דייר חנא,,,32.86277,35.36846,0,בהיר,יבש,קלה
2021,8,609,כפר חושן,,,33.01217,35.43888,0,לא ידוע,לא ידוע,קלה
2021,3,5000,תל אביב - יפו,,360,32.10726,34.83681,0,בהיר,יבש,קשה
2021,12,7400,נתניה,,538,32.32415,34.84818,0,לא ידוע,לא ידוע,קלה
2021,2,,,412,,32.02001,34.86067,0,בהיר,יבש,קלה
2021,4,3000,ירושלים,,4452,31.82169,35.18947,0,בהיר,יבש,קלה
2021,5,,,866,,32.92748,35.40585,0,בהיר,יבש,קלה
2021,4,,,2,,32.18808,34.81608,0,בהיר,יבש,קלה
2021,8,4000,חיפה,,554,32.82108,34.9575,0,בהיר,יבש,קלה
2021,10,1200,מודיעין-מכבים-רעות,,602,31.88642,35.00386,0,בהיר,יבש,קלה
2021,8,3000,ירושלים,,1714,31.7446,35.21599,0,בהיר,יבש,קשה
